"","CHR","POSITION","IHS","LOGPVALUE"
"1797874","4",9454007,-1.10683744205065,0.571275392582108
"1797880","4",9454026,0.237619827488747,0.0903498637733823
"1797881","4",9454027,-1.30346146857299,0.715755967562798
"1797887","4",9454054,-0.91808193193968,0.445418814061823
"1797891","4",9454058,-1.22830736615998,0.658898779716738
"1797931","4",9454149,-1.16275848540024,0.610962441376193
"1797939","4",9454190,0.537477908822592,0.22845841976876
"1797940","4",9454191,-1.06199332383483,0.540247685483281
"1797948","4",9454199,-1.06199332383483,0.540247685483281
"1797978","4",9454281,-1.10866922260896,0.572557868258376
"1797998","4",9454397,-0.404779397056195,0.163904059949132
"1798004","4",9454431,-0.292920814800771,0.113744715851505
"1798047","4",9454712,-0.149914242575017,0.0551067806706771
"1798052","4",9454727,-1.65269234153467,1.00703361786358
"1798071","4",9454835,-0.901865181761342,0.435181912891908
"1798106","4",9454899,-0.552630865212096,0.236185654431353
"1798191","4",9455057,-1.39278836432134,0.785994306391781
"1798231","4",9455462,1.12799696019815,0.586161972486237
"1798235","4",9455482,1.20521159997068,0.641833542654467
"1798259","4",9455589,1.38503519894655,0.779782816633666
"1798313","4",9456093,1.22427235996384,0.655903579315445
"1798320","4",9456199,-0.479675676634194,0.199655512386095
"1798323","4",9456217,1.33522012230747,0.740395818424021
"1798330","4",9456274,-0.410414448778181,0.166532897832541
"1798335","4",9456287,1.32874827539357,0.735344991960764
"1798338","4",9456406,1.45761823090319,0.838794359321799
"1798347","4",9456422,1.47115718020496,0.850015804189725
"1798434","4",9457585,-0.733964765676893,0.33444695054707
"1798444","4",9457801,-1.10398785353084,0.569282678738434
"1798446","4",9457894,-0.726519231753414,0.330199320771991
"1798447","4",9457897,1.48956430878822,0.865380429595792
"1798450","4",9457990,1.72379402425635,1.07188574284051
"1798454","4",9457994,1.72379402425635,1.07188574284051
"1798475","4",9458148,-0.642879505950944,0.28374426395028
"1798484","4",9458168,1.76019986192206,1.10582840080758
"1798497","4",9458201,-0.636372837711487,0.28022681905133
"1798501","4",9458205,1.75720640858747,1.1030185998393
"1798517","4",9458221,1.75720640858747,1.1030185998393
"1798519","4",9458223,-0.720926618804942,0.327020897451411
"1798525","4",9458242,1.73899746841999,1.08599971523127
"1798530","4",9458276,-0.637906951769097,0.28105489937652
"1798533","4",9458282,2.51251037425451,1.92126927690914
"1798534","4",9458283,-0.785848946052567,0.364560501666646
"1798565","4",9458513,2.66154300821637,2.10911305935061
"1798566","4",9458523,2.66154300821637,2.10911305935061
"1798577","4",9458580,0.0123668409007522,0.00430649098715092
"1798585","4",9458588,-0.568040132658511,0.244119264375169
"1798589","4",9458592,-0.56804013265851,0.244119264375169
"1798594","4",9458601,-0.03894759113455,0.0137066232406337
"1798603","4",9458625,0.129869148528119,0.0473673827934451
"1798646","4",9458874,-0.0146314269923699,0.00509967978251273
"1798684","4",9459168,0.0914861334431605,0.0328704565225258
"1798687","4",9459174,1.19858289978043,0.636970909646147
"1798692","4",9459179,0.406246956055673,0.164587747817393
"1798700","4",9459217,0.651346024626783,0.288341936995989
"1798704","4",9459231,-0.271291905574017,0.104485448790038
"1798727","4",9459307,0.558662192399498,0.239281839622107
"1798731","4",9459311,0.399479545100288,0.161440603073498
"1798818","4",9459961,0.431805285259124,0.176602113026902
"1798851","4",9460228,-0.529740634873593,0.224541184598307
"1798854","4",9460232,1.09447675264897,0.562652316750084
"1798902","4",9460488,1.19711413664586,0.635895590169577
"1798949","4",9460720,-0.546850058342257,0.233229045657687
"1799029","4",9461305,1.38991013764984,0.783685837714331
"1799047","4",9461342,-0.902081428770191,0.435317826500296
"1799083","4",9461392,1.25913097023988,0.681972099653721
"1799105","4",9461428,-0.705732865385945,0.318438336619743
"1799113","4",9461471,-0.705732865385945,0.318438336619743
"1799142","4",9461673,0.427092941269874,0.174371625966831
"1799145","4",9461729,1.93406108951102,1.27485953875436
"1799146","4",9461743,1.93406108951102,1.27485953875436
"1799152","4",9461767,1.22811594031246,0.658756551697052
"1799201","4",9461899,1.80300357209131,1.14637689186833
"1799211","4",9461989,1.68621368037223,1.03737191774336
"1799218","4",9462107,0.653882767114378,0.289724068267296
"1799297","4",9462594,-0.303499818881836,0.118324967810623
"1799302","4",9462620,-0.72170595172422,0.327463188668484
"1799316","4",9462697,-0.30945461982978,0.120918046129185
"1799372","4",9462940,1.92343824275625,1.26420127969425
"1799381","4",9462964,-1.19541615639515,0.634653415239047
"1799394","4",9462992,0.482923805575878,0.201245910746231
"1799442","4",9463130,-0.0492393986879323,0.0173993195652389
"1799484","4",9463355,-0.0492393986879323,0.0173993195652389
"1799489","4",9463388,1.52597402728978,0.896140429810287
"1799498","4",9463406,-0.825632215415887,0.388263148709606
"1799508","4",9463457,0.553980487143115,0.236877467845057
"1799516","4",9463517,1.64088233957188,0.996445373766501
"1799536","4",9463601,1.59309995761973,0.954138326109076
"1799559","4",9463720,0.333383413668337,0.131446730865512
"1799576","4",9463737,0.311422402801052,0.121777301353578
"1799580","4",9463741,0.979163668356453,0.484789866603751
"1799594","4",9463757,0.617322899630861,0.270008112095027
"1799617","4",9463780,0.768038467465493,0.354121733345704
"1799628","4",9463791,1.33793265354117,0.742517282096173
"1799630","4",9463793,0.76745970181299,0.353784302213926
"1799637","4",9463808,-0.653899497696333,0.289733190846016
"1799664","4",9463861,-0.738321152074383,0.336940800938068
"1799673","4",9463874,-1.46062818021019,0.8412832548951
"1799703","4",9464113,2.08223665823051,1.4280483757927
"1799707","4",9464118,-0.498757140997886,0.209046323046127
"1799732","4",9464254,1.26492419739272,0.686346812399659
"1799738","4",9464272,0.725882111544846,0.32983670443161
"1799741","4",9464281,-1.23030389694051,0.660382970866139
"1799755","4",9464355,-0.839881615311062,0.396882956679278
"1799784","4",9464435,-0.139214690942592,0.0509612307905699
"1799791","4",9464468,-0.905524637836068,0.437484080368984
"1799848","4",9464675,-0.360860576158781,0.143752376212315
"1799850","4",9464677,1.54947829406716,0.916258134569563
"1799884","4",9464756,0.78524340098355,0.364203841033709
"1799891","4",9464892,-0.971284479168398,0.479638800228828
"1799952","4",9465043,0.174728397162226,0.0648490555395665
"1799980","4",9465118,1.4607687468357,0.84139956942338
"1799985","4",9465127,1.13456148554796,0.590812579822573
"1799986","4",9465128,3.04004312754673,2.62608756097194
"1799995","4",9465149,-1.74835548475171,1.09473049560449
"1799998","4",9465154,-2.00430778206336,1.34642957465738
"1800012","4",9465175,-1.58909215194479,0.950628491570721
"1800054","4",9465255,-1.43320456561503,0.818729987088516
"1800065","4",9465270,2.71365738602843,2.17688489829355
"1800067","4",9465276,2.71365738602843,2.17688489829355
"1800068","4",9465277,-1.10059805717349,0.5669159303481
"1800078","4",9465290,-1.12023001421431,0.580679219960365
"1800084","4",9465317,-1.12023001421431,0.580679219960365
"1800115","4",9465382,2.64579280864588,2.08884389373047
"1800153","4",9465523,-1.01151649074492,0.50616666270413
"1800183","4",9465637,2.42404045792696,1.81392287306472
"1800192","4",9465659,1.04922817455837,0.531544679123798
"1800203","4",9465686,-1.66131712162084,1.01479916118541
"1800234","4",9465809,-1.3963631365921,0.78886565014054
"1800261","4",9465920,-1.653282809034,1.007564371763
"1800275","4",9465977,2.32775235544322,1.70059606132871
"1800376","4",9466409,2.32553461396143,1.69802879540053
"1800419","4",9466595,2.50849606687679,1.9163314413308
"1800463","4",9466788,0.87538335870368,0.41865876693943
"1800562","4",9467109,2.58917834316021,2.01680120601273
"1800617","4",9467255,-1.72856322543726,1.07630380370231
"1800698","4",9467413,0.926105082857689,0.450516859050163
"1800709","4",9467424,1.09369634193975,0.562109694228157
"1800723","4",9467452,1.42425440202743,0.811429100794853
"1800763","4",9467610,-0.201121194686557,0.0754086460960607
"1800778","4",9467625,-0.201121194686557,0.0754086460960607
"1800784","4",9467631,-0.201121194686557,0.0754086460960607
"1800787","4",9467634,0.689316307671325,0.309251000628095
"1800796","4",9467646,0.948274017610617,0.464718574086405
"1800831","4",9467784,0.202890379190881,0.0761238051450471
"1800833","4",9467786,0.202890379190881,0.0761238051450471
"1800834","4",9467787,0.202890379190881,0.0761238051450471
"1800838","4",9467802,-1.87561854997027,1.21675638262311
"1800845","4",9467811,1.05068974188912,0.532538249089913
"1800852","4",9467818,0.633813334864427,0.278846969421446
"1800869","4",9467835,-0.372895408186578,0.149215174295231
"1800910","4",9467889,0.972509124568907,0.480438007436283
"1800951","4",9467950,0.190710965857334,0.0712191653565282
"1801041","4",9468198,-0.489602990811615,0.204526770248053
"1801043","4",9468201,1.12137442017837,0.581485724945634
"1801082","4",9468254,0.107489983611978,0.0388636538044803
"1801083","4",9468255,0.331373814182333,0.130555796836348
"1801108","4",9468297,-0.0383821562674971,0.0135046062329053
"1801131","4",9468381,0.282999193441062,0.109479806101399
"1801166","4",9468439,0.174897901612199,0.0649162219553938
"1801179","4",9468477,-0.647203319748657,0.286089341188824
"1801184","4",9468498,0.122924765900537,0.0447132197626262
"1801186","4",9468504,-0.580541173858657,0.250611777897098
"1801193","4",9468522,-0.427459573930049,0.174544914690128
"1801203","4",9468546,-0.120802678805551,0.0439049213951283
"1801204","4",9468549,-0.429474292419904,0.175497919900285
"1801211","4",9468558,-0.429474292419904,0.175497919900285
"1801221","4",9468642,0.312178570863811,0.122107803497046
"1801223","4",9468648,-0.984207633372411,0.488098688524513
"1801228","4",9468678,0.12809833419496,0.0466892527542868
"1801233","4",9468699,0.12809833419496,0.0466892527542866
"1801236","4",9468702,0.12809833419496,0.0466892527542868
"1801249","4",9468763,0.338705629303115,0.133812235366519
"1801256","4",9468798,-0.445661528962844,0.183200934897782
"1801301","4",9468855,0.384505481237103,0.154527490287941
"1801339","4",9468912,-0.171370731167337,0.0635203049999688
"1801354","4",9468942,0.706278302686613,0.318745115322949
"1801402","4",9469159,0.773442635942371,0.357277882554936
"1801405","4",9469162,0.814373311179568,0.381500970218127
"1801420","4",9469259,0.980273377356873,0.485517074308755
"1801423","4",9469267,0.384382618948461,0.154471055293603
"1801440","4",9469345,0.639419501069812,0.281872093012396
"1801457","4",9469433,0.28331719694894,0.109616042655585
"1801466","4",9469450,0.919095897886837,0.446061883680682
"1801475","4",9469464,0.999766022763154,0.498360578692907
"1801492","4",9469486,1.00032615435326,0.498731595219817
"1801495","4",9469489,1.03793337305023,0.523891723255993
"1801497","4",9469491,0.967679563733911,0.477289236452444
"1801512","4",9469506,0.967679563733911,0.477289236452444
"1801525","4",9469519,0.31533919900494,0.123491114739121
"1801526","4",9469520,1.05446092028148,0.535105344403353
"1801533","4",9469527,-1.3285816154595,0.735215126207816
"1801534","4",9469528,1.16600148767038,0.61329803541628
"1801548","4",9469554,1.33511513248965,0.740313759860824
"1801551","4",9469562,0.583418007396507,0.252113029107598
"1801569","4",9469589,-1.06843049602604,0.544658093521903
"1801611","4",9469643,1.38910571719389,0.783041196928648
"1801614","4",9469646,-0.918454301619848,0.445654934430429
"1801671","4",9469717,-0.978037954177006,0.484052606786513
"1801736","4",9469817,-1.29466041621829,0.708992321956698
"1801779","4",9469889,0.60046228094191,0.261062401552877
"1801816","4",9469956,0.363784848614013,0.145075648798983
"1801828","4",9469976,0.437061360317047,0.179098157749334
"1801831","4",9469981,0.437061360317047,0.179098157749334
"1801840","4",9469990,0.437061360317047,0.179098157749334
"1801842","4",9469992,0.360857133624577,0.143750819968946
"1801858","4",9470009,-1.15669605246932,0.606606338059023
"1801870","4",9470027,-0.0324481037682944,0.0113899022029802
"1801871","4",9470028,0.526636747864799,0.222975127405744
"1801881","4",9470038,-0.305815854358603,0.119332231480408
"1801889","4",9470051,0.459395474330219,0.189800964577106
"1801914","4",9470098,0.459395474330219,0.189800964577106
"1801923","4",9470115,0.384006648829101,0.154298387917698
"1801962","4",9470231,-0.427816109184378,0.174713471160816
"1801964","4",9470233,-0.427816109184378,0.174713471160816
"1802009","4",9470290,0.654000801058348,0.289788429851459
"1802023","4",9470323,0.216635369285782,0.0817114084802587
"1802026","4",9470328,0.617167016919087,0.269924982119384
"1802039","4",9470347,-1.2766569587936,0.695243756594005
"1802052","4",9470386,0.61246368792741,0.26742048573426
"1802059","4",9470408,0.920628796672968,0.447034737608825
"1802133","4",9470598,1.38788179942123,0.782060835630324
"1802174","4",9470656,0.743916940109036,0.340153438734794
"1802189","4",9470671,0.88727907090942,0.426051347966087
"1802202","4",9470687,-1.09056883087278,0.559937277467908
"1802215","4",9470704,0.350124754818934,0.138916800572378
"1802235","4",9470725,0.935915260070197,0.456780502640487
"1802258","4",9470751,2.04009997284516,1.38362564665734
"1802271","4",9470764,0.144216949754987,0.0528952327546073
"1802274","4",9470767,-1.98725613599823,1.32888253691125
"1802326","4",9470825,-1.59113996147461,0.952421112485166
"1802352","4",9470856,1.89982827826794,1.24066719253978
"1802355","4",9470859,1.74272263216341,1.0894712338976
"1802361","4",9470865,0.729720436576656,0.332023326924414
"1802364","4",9470868,1.03201674037324,0.51990063496772
"1802367","4",9470871,1.09006130276518,0.559585065728399
"1802384","4",9470892,0.82177188658909,0.385939778742944
"1802398","4",9470906,2.50542714226371,1.9125607846049
"1802408","4",9470917,-1.20087733049977,0.638652264134532
"1802419","4",9470929,-2.09640578435238,1.44314039485672
"1802436","4",9470950,-2.02960791926455,1.3726709238247
"1802438","4",9470952,0.123317101409348,0.0448628014096609
"1802443","4",9470957,-1.04342148347356,0.527604694779431
"1802457","4",9470971,2.26878729133646,1.63299344101121
"1802470","4",9470986,-0.726356198947189,0.330106517958343
"1802480","4",9470996,-0.205458816321692,0.0771636883552701
"1802498","4",9471015,-0.175158459466423,0.0650194848076784
"1802499","4",9471016,2.17436021977264,1.52756400652152
"1802507","4",9471024,0.137892750940542,0.0504513440197249
"1802544","4",9471063,1.80971137401368,1.15279419228917
"1802554","4",9471079,1.80971137401368,1.15279419228917
"1802628","4",9471199,1.6915293485407,1.04222157920816
"1802646","4",9471217,-1.31821619523823,0.727157916033899
"1802651","4",9471223,-1.31821619523823,0.727157916033899
"1802663","4",9471236,-1.40029446678104,0.792028782229303
"1802719","4",9471323,1.95448709563428,1.29547509138465
"1802730","4",9471337,0.473569019842526,0.196674509269663
"1802732","4",9471339,0.255200259317273,0.097687862440716
"1802799","4",9471419,-1.57035575188296,0.934299422323859
"1802803","4",9471423,2.78595293284028,2.27269774792474
"1802811","4",9471440,2.23660669807962,1.59667256421049
"1802814","4",9471449,1.62767869820803,0.984669454738074
"1802819","4",9471454,2.46394929862231,1.86196412555308
"1802827","4",9471462,2.7733876450553,2.25589491204546
"1802830","4",9471465,2.7733876450553,2.25589491204546
"1802840","4",9471477,0.845868882140316,0.400525341894783
"1802856","4",9471497,2.86694847163756,2.38252734627332
"1802860","4",9471501,-1.89679396040574,1.23765807548416
"1802899","4",9471550,-0.180599305704723,0.0671803069483388
"1802901","4",9471554,0.944280357768533,0.462147672421213
"1802902","4",9471555,1.8173951346165,1.16016616421895
"1802914","4",9471570,1.14667888884212,0.599437216455646
"1802916","4",9471572,1.52412659069083,0.894567854220509
"1802938","4",9471610,-1.54406650207275,0.911607937687143
"1802940","4",9471612,0.744285225058318,0.34036524373123
"1802952","4",9471624,0.905667681142895,0.437574162287312
"1802989","4",9471665,1.17152032032071,0.617281274326615
"1803017","4",9471701,1.17093221702648,0.616856292389889
"1803024","4",9471709,0.361124624895513,0.143871753812431
"1803029","4",9471716,1.62259725816732,0.980154843831666
"1803053","4",9471741,0.499722061750294,0.209524269742542
"1803098","4",9471808,-0.248279376435621,0.0947881096034185
"1803101","4",9471811,-1.12786568163714,0.586069124455529
"1803132","4",9471848,1.1291459366863,0.586974857623797
"1803232","4",9471976,0.809312210310819,0.378475191774563
"1803239","4",9471983,2.13359883809272,1.48312587390157
"1803240","4",9471984,2.08825336199007,1.43444748336283
"1803249","4",9471993,0.807195110427256,0.377212048779724
"1803277","4",9472050,0.186165632750297,0.0693999325460487
"1803287","4",9472086,1.3544779327007,0.755515187607237
"1803294","4",9472105,0.845205469175644,0.400121151673224
"1803345","4",9472230,0.845205469175643,0.400121151673223
"1803358","4",9472266,-0.982567545022959,0.487021828456592
"1803368","4",9472312,0.934264887034773,0.455724447172458
"1803385","4",9472349,-0.306420274505062,0.119595366468664
"1803390","4",9472360,-0.306420274505062,0.119595366468664
"1803398","4",9472387,-0.306420274505063,0.119595366468664
"1803416","4",9472439,0.329236262454264,0.129609489041397
"1803456","4",9472513,0.497701675062512,0.208523865946263
"1803487","4",9472562,3.4312038447575,3.22119138732537
"1803493","4",9472571,0.9787631625729,0.484527514479928
"1803502","4",9472600,-1.21593763981733,0.649735156459058
"1803507","4",9472609,0.951930088094616,0.467076980572217
"1803515","4",9472622,1.79474929258246,1.13850350586573
"1803525","4",9472643,0.29992751734372,0.11677452900082
"1803530","4",9472655,0.256552406688311,0.0982560648710447
"1803538","4",9472666,0.307621345771201,0.120118582918675
"1803555","4",9473216,0.152342079187456,0.0560520672254787
"1803557","4",9473233,0.224038433915838,0.0847440401901428
"1803566","4",9473267,-0.73605256074547,0.335641337573924
"1803575","4",9473284,0.90755011678664,0.438760285077412
"1803596","4",9473335,0.993511218961044,0.494224971067359
"1803633","4",9473404,1.06171973994158,0.54006056256913
"1803636","4",9473413,-1.16004798801458,0.609013224331377
"1803648","4",9473425,-1.16004798801458,0.609013224331378
"1803660","4",9473453,1.05493543447494,0.535428706087058
"1803662","4",9473455,0.852340171819712,0.404475874235248
"1803684","4",9473507,0.980981495880397,0.485981337416981
"1803698","4",9473538,0.613359336884071,0.267896858793714
"1803700","4",9473540,3.45232897847304,3.25510516067867
"1803713","4",9473573,1.00845095688277,0.504125529117991
"1803722","4",9473583,1.16573863346512,0.613108589794207
"1803769","4",9473664,1.16573863346512,0.613108589794207
"1803776","4",9473680,-1.22265655092215,0.65470579446662
"1803781","4",9473692,1.31270368089419,0.722888809738836
"1803782","4",9473693,-1.22620594279608,0.657338156887305
"1803791","4",9473702,1.28449393404111,0.701214179665564
"1803801","4",9473712,1.18134755677442,0.624400973123146
"1803805","4",9473716,-0.0337285822749555,0.0118453897638785
"1803806","4",9473717,-0.0337285822749553,0.0118453897638784
"1803824","4",9473740,-0.599209435548079,0.260401368102001
"1803844","4",9473769,0.735093200046553,0.335092325640529
"1803853","4",9473778,0.862400275467401,0.410645545198756
"1803854","4",9473779,0.862400275467401,0.410645545198756
"1803859","4",9473789,0.862400275467401,0.410645545198756
"1803866","4",9473798,0.862400275467401,0.410645545198757
"1803868","4",9473800,1.42879374291311,0.815128290608488
"1803871","4",9473803,0.653958416842747,0.28976531804782
"1803891","4",9473824,-1.33740604231419,0.742105211819306
"1803910","4",9473848,0.814538484200661,0.381599864640015
"1803914","4",9473852,2.27873369635104,1.64430141423398
"1803931","4",9473869,1.44236439037574,0.826232329537905
"1803932","4",9473870,-0.722393644387095,0.327853639328466
"1803934","4",9473872,-0.647147345770156,0.286058943845458
"1803954","4",9473899,1.07979872255866,0.552482552345192
"1803957","4",9473902,1.52848983624283,0.898283969860754
"1803963","4",9473908,-1.33179634049157,0.737721901129358
"1803990","4",9473966,-1.54073596345615,0.908751502103325
"1803996","4",9473974,-0.704358118856058,0.317665554012193
"1804000","4",9473978,0.607916272735656,0.265005856068294
"1804003","4",9473986,0.950427727851369,0.466107300609884
"1804005","4",9473991,0.532777850719018,0.226076585236549
"1804011","4",9473997,0.937628782134437,0.457877959349539
"1804012","4",9474001,1.69376771679483,1.0442668944093
"1804014","4",9474007,-1.51029352624481,0.882833004280015
"1804015","4",9474008,-1.32524848588893,0.732619980713272
"1804017","4",9474010,-0.924236055389626,0.449327270320911
"1804022","4",9474016,0.821430616139007,0.385734624901445
"1804024","4",9474021,-1.64709600424596,1.00200971834055
"1804025","4",9474033,1.60985112946533,0.968872968747811
"1804026","4",9474034,0.413558399062073,0.168003892402112
"1804038","4",9474073,1.54469717674872,0.912149298937247
"1804043","4",9474082,1.54469717674872,0.912149298937247
"1804045","4",9474089,1.62275800031933,0.980297507597816
"1804057","4",9474107,0.0916920630212618,0.0329471097297979
"1804059","4",9474109,1.10511280386474,0.570069012738829
"1804068","4",9474118,0.585728730862067,0.253320798987445
"1804077","4",9474127,1.4279582657048,0.814446878047502
"1804088","4",9474148,0.0445343469449997,0.015707460742171
"1804092","4",9474155,1.41873606306024,0.806942279438706
"1804107","4",9474209,-1.18912470261593,0.630059811117253
"1804117","4",9474226,1.85032308315485,1.19201198873352
"1804139","4",9474286,2.97469226277425,2.53271369651372
"1804197","4",9474384,-0.829803840410206,0.390779544664262
"1804206","4",9474414,1.44180290434218,0.825771558981596
"1804207","4",9474416,-1.25692661429883,0.680310669344625
"1804213","4",9474428,0.615754175344085,0.26917189518982
"1804231","4",9474493,1.49639472338546,0.871113638913967
"1804256","4",9474536,0.623821937650756,0.27348100009738
"1804259","4",9474547,1.08157912600788,0.553712074053371
"1804278","4",9474617,0.862956961674088,0.410987956009529
"1804280","4",9474649,-0.443386494692793,0.182113356353595
"1804281","4",9474650,-0.443386494692793,0.182113356353595
"1804318","4",9474737,-0.89426359745539,0.430414412333673
"1804342","4",9474767,0.37750835466746,0.151320895396786
"1804364","4",9474807,1.49673116491268,0.871396481114605
"1804370","4",9474813,0.836300616324989,0.394710249783963
"1804400","4",9474890,0.15106684321588,0.0555553364163717
"1804404","4",9474899,-0.164936676872728,0.0609833102233106
"1804423","4",9474976,0.709838921918176,0.320750191799849
"1804426","4",9474998,0.709838921918176,0.320750191799849
"1804441","4",9475048,0.095104084360536,0.0342189264981781
"1804452","4",9475069,0.999279019669789,0.49803808925707
"1804466","4",9475223,-0.310861566199783,0.12153228581686
"1804471","4",9475228,-0.0424558813713753,0.0149620579216535
"1804476","4",9475235,2.00197825203986,1.34402577095182
"1804482","4",9475271,-1.22014567316931,0.652846359476962
"1804503","4",9475399,-0.430378045762563,0.175925826904011
"1804530","4",9475524,-1.3506904282623,0.752530955762685
"1804557","4",9475637,0.710379177178346,0.321054790681518
"1804578","4",9475678,-0.723589464144006,0.328532963133607
"1804623","4",9475766,1.51762838331913,0.889046485108338
"1804711","4",9480729,-1.38390993880919,0.778883132323512
"1804721","4",9480739,-1.77069549829431,1.11570687630967
"1804725","4",9480743,-1.34333467079064,0.74675014614383
"1804738","4",9480770,1.23651206963259,0.665007169459024
"1804747","4",9480794,-1.10726711354348,0.571576110048556
"1804773","4",9480905,-1.08899883007979,0.558848030207389
"1804795","4",9481040,-0.0782188303339289,0.0279573970100485
"1804798","4",9481046,-0.0782188303339287,0.0279573970100484
"1804830","4",9481100,1.25837883249644,0.681405014440589
"1804863","4",9481281,-0.557975028107356,0.238928492923076
"1804909","4",9481538,0.466964430237422,0.193463693240736
"1804956","4",9481780,1.37186175772235,0.769279148904923
"1804960","4",9481811,-0.234013684604319,0.0888560571910128
"1804999","4",9482021,1.38847133663025,0.782532988174185
"1805025","4",9482288,2.58294180339686,2.00894303978738
"1805027","4",9482295,1.1229193927145,0.582575258850262
"1805053","4",9482477,1.20142396926841,0.639053117468861
"1805070","4",9482524,2.74205926620435,2.21427645779219
"1805081","4",9482538,-0.473444360099128,0.196613778544209
"1805083","4",9482544,1.46042889870818,0.841118368083609
"1805117","4",9482785,1.35624122683638,0.756906293997008
"1805129","4",9482797,-0.492876202784202,0.206139754739997
"1805215","4",9483135,-1.17400936293051,0.619081298426464
"1805281","4",9483568,0.00478948989727955,0.00166281186428807
"1805286","4",9483585,-0.481188437699636,0.200395798239003
"1805315","4",9483651,1.57936263815675,0.942132760259157
"1805346","4",9483687,2.13028656914633,1.47954317153029
"1805424","4",9483850,1.2024407233255,0.639798993086419
"1805514","4",9484483,1.33349438587368,0.739047514814652
"1805517","4",9484498,0.745290500394552,0.340943619742087
"1805763","4",9485795,1.8389718150126,1.18098720398854
"1805795","4",9485863,-0.699807344251964,0.315111904096619
"1805804","4",9485872,1.64292892029692,0.99827649337574
"1805805","4",9485873,1.64292892029692,0.99827649337574
"1805824","4",9485892,0.0271893038638572,0.00952406352975423
"1805853","4",9485971,-0.999906213438589,0.498453427093983
"1805915","4",9486134,-0.881503812997464,0.42245628193562
"1805925","4",9486161,-0.881503812997464,0.42245628193562
"1805997","4",9486310,1.69341121676302,1.04394101543149
"1806003","4",9486321,-0.261398109754484,0.100296830594942
"1806092","4",9486678,-0.898931397453641,0.43333958058212
"1806116","4",9486784,1.50829324587386,0.881141985568712
"1806174","4",9487111,-1.06165985356523,0.540019605645303
"1806208","4",9487411,-1.06165985356523,0.540019605645303
"1806209","4",9487412,-1.06165985356523,0.540019605645303
"1806322","4",9488515,1.24398619893782,0.670592677455976
"1806357","4",9488661,1.78620682950937,1.13038242433741
"1806441","4",9489678,1.93164041827601,1.27242699768333
"1806550","4",9491443,1.54713519956508,0.914243447155558
"1806640","4",9492882,0.11337492266927,0.0410858983261229
"1806644","4",9492900,0.0895003460836081,0.0321319064441733
"1806676","4",9493078,0.882367238863842,0.422993035208481
"1806689","4",9493117,0.441988515710825,0.181445858731785
"1806811","4",9493558,0.025999036838452,0.00910282450456682
"1806831","4",9493635,0.504411414685778,0.211851223207449
"1806848","4",9493693,1.10221925145564,0.568047338797413
"1806868","4",9493724,-1.77050976962768,1.11553170672991
"1806965","4",9494141,0.971415450941011,0.479724247987002
"1807007","4",9494212,0.973251272412007,0.480922588130818
"1807041","4",9494253,0.179329454847306,0.0666752131800925
"1807050","4",9494282,0.179329454847306,0.0666752131800926
"1807130","4",9494557,1.09796561365649,0.56508076037995
"1807150","4",9494577,0.132979620352313,0.0485607215365919
"1807176","4",9494870,-0.439895268488788,0.180447534645695
"1807181","4",9494875,-0.439895268488788,0.180447534645695
"1807265","4",9495347,0.707670495204554,0.319528594531611
"1807274","4",9495381,0.816729347946108,0.382912477425414
"1807280","4",9495395,0.868700221046589,0.414526726337032
"1807632","4",9496566,-1.39579538212156,0.788409304058602
"1807633","4",9496570,1.32383142135639,0.731517887306403
"1807727","4",9498124,-1.44962204084416,0.832198575017848
"1807731","4",9498166,-0.962678019267366,0.474036846387416
"1807743","4",9498210,-0.962678019267366,0.474036846387416
"1807746","4",9498217,-0.241143557415398,0.0918132697340924
"1807779","4",9498490,-0.577308642793017,0.24892810064398
"1807781","4",9498496,-0.218621462427362,0.0825234097475572
"1807783","4",9498498,-0.218621462427362,0.0825234097475572
"1807828","4",9498857,0.224343000903364,0.084869152387719
"1807893","4",9499171,0.2828446562785,0.109413611510282
"1807918","4",9499297,0.233129316798626,0.0884903076033208
"1808071","4",9499882,-0.112799523577108,0.0408681807257833
"1808256","4",9500535,-1.66378188912459,1.01702350041694
"1808302","4",9500743,2.40999531375595,1.79716510966229
"1808322","4",9500770,-0.0444469511042202,0.0156760934456573
"1808325","4",9500773,-1.49619725879166,0.870947652352832
"1808351","4",9500872,0.771233601639401,0.35598657646984
"1808389","4",9500967,0.649695967749699,0.287444044522191
"1808417","4",9501010,1.50462426385907,0.878044105953137
"1808424","4",9501023,-1.59979085234317,0.960011212358689
"1808426","4",9501025,-2.15779173697066,1.50942315997392
"1808440","4",9501121,-1.7128813274511,1.06180875092104
"1808470","4",9501212,-1.7128813274511,1.06180875092104
"1808504","4",9501395,-2.05010714102558,1.39411366103489
"1808529","4",9501535,2.37865271817909,1.76004925284871
"1808590","4",9502198,1.8510445822996,1.19271439342633
"1808721","4",9503579,1.38869948952959,0.782715746871611
"1808723","4",9503608,0.395676185345093,0.159678113506762
"1808735","4",9503781,-1.43150234587649,0.817339178835925
"1808821","4",9504212,-1.50446411384758,0.877908997709832
"1808892","4",9504725,-0.237613681597481,0.0903473146120205
"1808974","4",9505065,-0.489043674366693,0.204251488178426
"1808976","4",9505067,-1.35961839765773,0.759573786466711
"1808978","4",9505069,-1.35961839765773,0.759573786466711
"1808980","4",9505084,-0.76688771739338,0.353450934931867
"1809056","4",9505545,-0.777454152091138,0.359627026893054
